#Organism/Name	Strain	CladeID	BioSample	BioProject	Group	SubGroup	Assembly	Size (Mb)	GC%	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Level	RefSeq FTP	GenBank FTP
Escherichia coli	AR_0150	19668	SAMN04014991 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002192295.1 	5.07825	50.8127	chromosome:NZ_CP021736.1/CP021736.1; plasmid tig00000255:NZ_CP021737.1/CP021737.1; plasmid tig00000260:NZ_CP021738.1/CP021738.1; plasmid tig00002897alt:NZ_CP021739.1/CP021739.1	-	4	5284	4877	2017/06/13	2017/06/15	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/192/295/GCF_002192295.1_ASM219229v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/192/295/GCA_002192295.1_ASM219229v1
Escherichia coli	H105	19668	SAMN07162922 	PRJNA387731	Proteobacteria	Gammaproteobacteria	GCA_002193095.1 	5.11324	50.829	chromosome:NZ_CP021454.1/CP021454.1; plasmid pH105:NZ_CP021871.1/CP021871.1	-	2	5325	4951	2017/06/14	2017/06/19	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/193/095/GCF_002193095.1_ASM219309v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/193/095/GCA_002193095.1_ASM219309v1
Escherichia coli	EC974	19668	SAMN07192703 	PRJNA389338	Proteobacteria	Gammaproteobacteria	GCA_002196475.1 	5.45769	50.4946	chromosome:NZ_CP021840.1/CP021840.1; plasmid pEC974-1:NZ_CP021841.1/CP021841.1; plasmid pEC974-2:NZ_CP021842.1/CP021842.1; plasmid pEC974-3:NZ_CP021843.1/CP021843.1	-	4	5602	5187	2017/06/15	2017/06/19	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/196/475/GCF_002196475.1_ASM219647v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/196/475/GCA_002196475.1_ASM219647v1
Escherichia coli	EC1515	19668	SAMN07192704 	PRJNA389338	Proteobacteria	Gammaproteobacteria	GCA_002196495.1 	5.4689	50.5099	chromosome:NZ_CP021844.1/CP021844.1; plasmid pEC1515-1:NZ_CP021845.1/CP021845.1; plasmid pEC1515-2:NZ_CP021846.1/CP021846.1; plasmid pEC1515-3:NZ_CP021847.1/CP021847.1	-	4	5614	5199	2017/06/15	2017/06/19	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/196/495/GCF_002196495.1_ASM219649v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/196/495/GCA_002196495.1_ASM219649v1
Escherichia coli	AR_0137	19668	SAMN04014978 	PRJNA292902	Proteobacteria	Gammaproteobacteria	GCA_002201835.1 	5.08516	50.8251	chromosome:NZ_CP021879.1/CP021879.1; plasmid tig00001069_pilon:NZ_CP021880.1/CP021880.1; plasmid tig00001145_pilon:NZ_CP021881.1/CP021881.1; plasmid tig00001287_pilon:NZ_CP021882.1/CP021882.1	-	4	5310	4864	2017/06/20	2017/06/22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/201/835/GCF_002201835.1_ASM220183v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/201/835/GCA_002201835.1_ASM220183v1
Escherichia coli	AR_0055	19668	SAMN04014896 	PRJNA292904	Proteobacteria	Gammaproteobacteria	GCA_002202175.1 	5.50608	50.8506	chromosome:NZ_CP021935.1/CP021935.1; plasmid unitig_2:NZ_CP021936.1/CP021936.1; plasmid unitig_3j3rc_linear:NZ_CP021937.1/CP021937.1; plasmid unitig_4:NZ_CP021938.1/CP021938.1	-	4	5855	5474	2017/06/20	2017/06/22	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/202/175/GCF_002202175.1_ASM220217v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/202/175/GCA_002202175.1_ASM220217v1
Escherichia coli O157	FDAARGOS_293	19668	SAMN06173306 	PRJNA231221	Proteobacteria	Gammaproteobacteria	GCA_002208865.1 	5.6865	50.4905	chromosome:NZ_CP022050.1/CP022050.1; plasmid unnamed1:NZ_CP022051.1/CP022051.1; plasmid unnamed2:NZ_CP022052.1/CP022052.1	-	3	6112	5586	2017/06/27	2017/06/29	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/865/GCF_002208865.1_ASM220886v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/208/865/GCA_002208865.1_ASM220886v1
Escherichia coli O104:H4	FDAARGOS_348	19668	SAMN06173361 	PRJNA231221	Proteobacteria	Gammaproteobacteria	GCA_002209105.1 	5.44218	50.5423	chromosome:NZ_CP022086.1/CP022086.1; plasmid unnamed1:NZ_CP022085.1/CP022085.1; plasmid unnamed2:NZ_CP022087.1/CP022087.1	-	3	5793	5190	2017/06/27	2017/06/29	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/105/GCF_002209105.1_ASM220910v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/209/105/GCA_002209105.1_ASM220910v1
Escherichia coli	ABWA45	19668	SAMN07260764 	PRJNA391287	Proteobacteria	Gammaproteobacteria	GCA_002211725.1 	5.46632	50.9935	chromosome:NZ_CP022154.1/CP022154.1; plasmid pABWA45_1:NZ_CP022155.1/CP022155.1; plasmid pABWA45_2:NZ_CP022156.1/CP022156.1; plasmid pABWA45_3:NZ_CP022157.1/CP022157.1; plasmid pABWA45_4:NZ_CP022158.1/CP022158.1; plasmid pABWA45_5:NZ_CP022159.1/CP022159.1	-	6	5818	5292	2017/06/30	2017/07/03	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/211/725/GCF_002211725.1_ASM221172v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/211/725/GCA_002211725.1_ASM221172v1
Escherichia coli	M160133	19668	SAMN07273977 	PRJNA391721	Proteobacteria	Gammaproteobacteria	GCA_002214205.1 	5.4773	50.2981	chromosome:NZ_CP022164.1/CP022164.1; plasmid pM160133_p1:NZ_CP022165.1/CP022165.1; plasmid pM160133_p2:NZ_CP022166.1/CP022166.1; plasmid pM160133_p3:NZ_CP022167.1/CP022167.1	-	4	5594	5219	2017/07/03	2017/07/05	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/205/GCF_002214205.1_ASM221420v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/205/GCA_002214205.1_ASM221420v1
Escherichia coli	FORC_043	19668	SAMN05520965 	PRJNA338095	Proteobacteria	Gammaproteobacteria	GCA_002214745.1 	5.24444	50.7	chromosome:NZ_CP016828.1/CP016828.1	-	1	5493	5102	2017/07/05	2017/08/31	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/214/745/GCF_002214745.1_ASM221474v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/745/GCA_002214745.1_ASM221474v1
Escherichia coli	PSUO2	19668	SAMN03783363 	PRJNA287563	Proteobacteria	Gammaproteobacteria	GCA_002215095.1 	5.03526	50.5868	chromosome:NZ_CP011915.1/CP011915.1; plasmid pPSUO2:NZ_CP011916.1/CP011916.1	-	2	5181	4795	2017/07/06	2017/07/08	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/095/GCF_002215095.1_ASM221509v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/095/GCA_002215095.1_ASM221509v1
Escherichia coli	PSUO78	19668	SAMN03783370 	PRJNA287566	Proteobacteria	Gammaproteobacteria	GCA_002215115.1 	5.23057	50.6686	chromosome:NZ_CP012112.1/CP012112.1; plasmid pPSUO78_1:NZ_CP012113.1/CP012113.1; plasmid pPSUO78_2:NZ_CP012114.1/CP012114.1	-	3	5461	4686	2017/07/06	2017/08/04	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/215/115/GCF_002215115.1_ASM221511v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/215/115/GCA_002215115.1_ASM221511v1
Escherichia coli	E62	19668	SAMN07251590 	PRJNA389489	Proteobacteria	Gammaproteobacteria	GCA_002220215.1 	4.91477	50.7	chromosome:NZ_CP022393.1/CP022393.1	-	1	5021	4712	2017/07/17	2017/07/19	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/215/GCF_002220215.1_ASM222021v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/215/GCA_002220215.1_ASM222021v1
Escherichia coli	FORC_044	19668	SAMN05417814 	PRJNA330605	Proteobacteria	Gammaproteobacteria	GCA_002220265.1 	5.70317	50.457	chromosome:NZ_CP016755.1/CP016755.1; plasmid pFORC44_1:NZ_CP018625.1/CP018625.1; plasmid pFORC44_2:NZ_CP018626.1/CP018626.1	-	3	6158	5564	2017/07/17	2017/07/19	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/220/265/GCF_002220265.1_ASM222026v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/220/265/GCA_002220265.1_ASM222026v1
Escherichia coli	MEM	19668	SAMN03960341 	PRJNA292040	Proteobacteria	Gammaproteobacteria	GCA_002237285.1 	4.92808	50.7	chromosome:CP012378.1	-	1	4919	4824	2017/07/31	2017/07/31	Complete Genome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/285/GCA_002237285.1_ASM223728v1
Escherichia coli	PAR	19668	SAMN03963238 	PRJNA292046	Proteobacteria	Gammaproteobacteria	GCA_002237305.1 	4.85974	50.4	chromosome:NZ_CP012379.1/CP012379.1	-	1	4945	4642	2017/07/31	2017/08/03	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/305/GCF_002237305.1_ASM223730v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/305/GCA_002237305.1_ASM223730v1
Escherichia coli	WAT	19668	SAMN03963241 	PRJNA292047	Proteobacteria	Gammaproteobacteria	GCA_002237325.1 	4.84748	50.8	chromosome:NZ_CP012380.1/CP012380.1	-	1	5032	4718	2017/07/31	2017/08/03	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/237/325/GCF_002237325.1_ASM223732v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/237/325/GCA_002237325.1_ASM223732v1
Escherichia coli	CDC#03-98	19668	SAMN03256350 	PRJNA218110	Proteobacteria	Gammaproteobacteria	GCA_002249955.1 	5.4981	50.4498	chromosome:NZ_CP022689.1/CP022689.1; plasmid p0157:NZ_CP022688.1/CP022688.1	-	2	5851	5402	2017/08/14	2017/08/16	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/249/955/GCF_002249955.1_ASM224995v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/249/955/GCA_002249955.1_ASM224995v1
Escherichia coli O6:H16	2011EL-1370-2	19668	SAMN02951658 	PRJNA218110	Proteobacteria	Gammaproteobacteria	GCA_002269325.1 	4.96556	50.5734	chromosome:NZ_CP022912.1/CP022912.1; plasmid unnamed1:NZ_CP022913.1/CP022913.1; plasmid unnamed2:NZ_CP022914.1/CP022914.1	-	3	5279	4627	2017/08/24	2017/08/27	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/269/325/GCF_002269325.1_ASM226932v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/269/325/GCA_002269325.1_ASM226932v1
Escherichia coli	CFSAN061770	19668	SAMN06928086 	PRJNA230969	Proteobacteria	Gammaproteobacteria	GCA_002278115.2 	5.71165	50.4727	chromosome:NZ_CP023142.1/CP023142.1; plasmid pEGY1-MCR-1:NZ_CP023143.1/CP023143.1; plasmid pEGY2:NZ_CP023144.1/CP023144.1; plasmid pEGY3:NZ_CP023145.1/CP023145.1	-	4	6021	5599	2017/08/31	2017/09/07	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/115/GCF_002278115.2_ASM227811v2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/278/115/GCA_002278115.2_ASM227811v2
Escherichia coli	PA45B	19668	SAMN06920354 	PRJNA385892	Proteobacteria	Gammaproteobacteria	GCA_002285755.1 	5.22193	50.531	chromosome:NZ_CP021288.1/CP021288.1; plasmid pPA45B:NZ_CP021289.1/CP021289.1	-	2	5450	5065	2017/09/05	2017/09/07	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/755/GCF_002285755.1_ASM228575v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/285/755/GCA_002285755.1_ASM228575v1
Escherichia coli	ETEC-2265	19668	SAMN07503734 	PRJNA398221	Proteobacteria	Gammaproteobacteria	GCA_002302315.1 	5.31946	50.6354	chromosome:NZ_CP023346.1/CP023346.1; plasmid unnamed1:NZ_CP023347.1/CP023347.1; plasmid unnamed2:NZ_CP023348.1/CP023348.1	-	3	5637	5229	2017/09/14	2017/09/16	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/315/GCF_002302315.1_ASM230231v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/315/GCA_002302315.1_ASM230231v1
Escherichia coli	ETEC-2264	19668	SAMN07503733 	PRJNA398221	Proteobacteria	Gammaproteobacteria	GCA_002302335.1 	5.208	50.6549	chromosome:NZ_CP023349.1/CP023349.1; plasmid unnamed1:NZ_CP023350.1/CP023350.1; plasmid unnamed2:NZ_CP023351.1/CP023351.1; plasmid unnamed3:NZ_CP023352.1/CP023352.1	-	4	5477	5087	2017/09/14	2017/09/16	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/302/335/GCF_002302335.1_ASM230233v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/302/335/GCA_002302335.1_ASM230233v1
Escherichia coli	1943	19668	SAMN07618127 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310555.1 	5.00072	50.7302	chromosome:NZ_CP023359.1/CP023359.1; plasmid p54:NZ_CP023360.1/CP023360.1; plasmid p80:NZ_CP023361.1/CP023361.1; plasmid p85:NZ_CP023362.1/CP023362.1	-	4	5163	4823	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/555/GCF_002310555.1_ASM231055v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/555/GCA_002310555.1_ASM231055v1
Escherichia coli	317	19668	SAMN07618128 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310575.1 	5.13591	50.5611	chromosome:NZ_CP023357.1/CP023357.1; plasmid p100:NZ_CP023358.1/CP023358.1	-	2	5244	4855	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/575/GCF_002310575.1_ASM231057v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/575/GCA_002310575.1_ASM231057v1
Escherichia coli	144	19668	SAMN07618126 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310595.1 	5.36125	50.5299	chromosome:NZ_CP023364.1/CP023364.1; plasmid 134q:NZ_CP023363.1/CP023363.1; plasmid p92:NZ_CP023365.1/CP023365.1	-	3	5479	5086	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/595/GCF_002310595.1_ASM231059v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/595/GCA_002310595.1_ASM231059v1
Escherichia coli	1190	19668	SAMN07618121 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310615.1 	4.98704	50.8432	chromosome:NZ_CP023386.1/CP023386.1; plasmid p86:NZ_CP023387.1/CP023387.1	-	2	5113	4817	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/615/GCF_002310615.1_ASM231061v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/615/GCA_002310615.1_ASM231061v1
Escherichia coli	1105	19668	SAMN07618120 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310635.1 	5.13375	50.5101	chromosome:NZ_CP023388.1/CP023388.1; plasmid p74:NZ_CP023389.1/CP023389.1	-	2	5280	4901	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/635/GCF_002310635.1_ASM231063v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/635/GCA_002310635.1_ASM231063v1
Escherichia coli	746	19668	SAMN07618129 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310655.1 	5.31928	50.7143	chromosome:NZ_CP023353.1/CP023353.1; plasmid p62:NZ_CP023354.1/CP023354.1; plasmid p72:NZ_CP023355.1/CP023355.1; plasmid p95:NZ_CP023356.1/CP023356.1	-	4	5508	5073	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/655/GCF_002310655.1_ASM231065v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/655/GCA_002310655.1_ASM231065v1
Escherichia coli	127	19668	SAMN07618123 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310675.1 	5.09128	50.6288	chromosome:NZ_CP023377.1/CP023377.1; plasmid p123:NZ_CP023378.1/CP023378.1; plasmid p39:NZ_CP023379.1/CP023379.1; plasmid p43:NZ_CP023380.1/CP023380.1; plasmid p91:NZ_CP023381.1/CP023381.1; plasmid p95:NZ_CP023382.1/CP023382.1	-	6	5528	4927	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/675/GCF_002310675.1_ASM231067v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/675/GCA_002310675.1_ASM231067v1
Escherichia coli	1428	19668	SAMN07618125 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310695.1 	5.30974	50.5025	chromosome:NZ_CP023366.1/CP023366.1; plasmid p111:NZ_CP023367.1/CP023367.1; plasmid p48:NZ_CP023368.1/CP023368.1; plasmid p66:NZ_CP023369.1/CP023369.1; plasmid p96:NZ_CP023370.1/CP023370.1	-	5	5517	5142	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/695/GCF_002310695.1_ASM231069v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/695/GCA_002310695.1_ASM231069v1
Escherichia coli	1223	19668	SAMN07618122 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310715.1 	4.95157	50.6316	chromosome:NZ_CP023383.1/CP023383.1; plasmid p147:NZ_CP023384.1/CP023384.1; plasmid p87:NZ_CP023385.1/CP023385.1	-	3	5178	4747	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/715/GCF_002310715.1_ASM231071v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/715/GCA_002310715.1_ASM231071v1
Escherichia coli	1283	19668	SAMN07618124 	PRJNA402083	Proteobacteria	Gammaproteobacteria	GCA_002310735.1 	4.92005	50.7569	chromosome:NZ_CP023371.1/CP023371.1; plasmid p109:NZ_CP023372.1/CP023372.1; plasmid p3:NZ_CP023374.1/CP023374.1; plasmid p31:NZ_CP023373.1/CP023373.1; plasmid p7:NZ_CP023375.1/CP023375.1; plasmid p92:NZ_CP023376.1/CP023376.1	-	6	5154	4701	2017/09/18	2017/09/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/735/GCF_002310735.1_ASM231073v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/310/735/GCA_002310735.1_ASM231073v1
Escherichia coli	MRY15-131	19668	SAMD00056132 	PRJDB5007	Proteobacteria	Gammaproteobacteria	GCA_002357875.1 	5.21995	50.3136	chromosome:NZ_AP017620.1/AP017620.1; plasmid pMRY15-131_1:NZ_AP017621.1/AP017621.1; plasmid pMRY15-131_2:NZ_AP017622.1/AP017622.1	-	3	5352	4970	2017/04/07	2017/09/27	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/875/GCF_002357875.1_ASM235787v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/875/GCA_002357875.1_ASM235787v1
Escherichia coli	MRY15-117	19668	SAMD00056131 	PRJDB5007	Proteobacteria	Gammaproteobacteria	GCA_002357895.1 	5.29507	50.2175	chromosome:NZ_AP017617.1/AP017617.1; plasmid pMRY15-117_1:NZ_AP017618.1/AP017618.1; plasmid pMRY15-117_2:NZ_AP017619.1/AP017619.1	-	3	5430	5058	2017/04/07	2017/09/27	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/895/GCF_002357895.1_ASM235789v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/895/GCA_002357895.1_ASM235789v1
Escherichia coli	20Ec-P-124	19668	SAMD00056130 	PRJDB5007	Proteobacteria	Gammaproteobacteria	GCA_002357915.1 	5.3797	50.5573	chromosome:NZ_AP017610.1/AP017610.1; plasmid pMRY16-002_1:NZ_AP017611.1/AP017611.1; plasmid pMRY16-002_2:NZ_AP017612.1/AP017612.1; plasmid pMRY16-002_3:NZ_AP017613.1/AP017613.1; plasmid pMRY16-002_4:NZ_AP017614.1/AP017614.1; plasmid pMRY16-002_5:NZ_AP017615.1/AP017615.1; plasmid pMRY16-002_6:NZ_AP017616.1/AP017616.1	-	7	5663	5225	2017/04/07	2017/09/27	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/357/915/GCF_002357915.1_ASM235791v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/357/915/GCA_002357915.1_ASM235791v1
Escherichia coli	FDAARGOS_403	19668	SAMN07312447 	PRJNA231221	Proteobacteria	Gammaproteobacteria	GCA_002393365.1 	5.47541	50.6154	chromosome:NZ_CP023535.1/CP023535.1; plasmid unnamed1:NZ_CP023534.1/CP023534.1; plasmid unnamed2:NZ_CP023533.1/CP023533.1; plasmid unnamed3:NZ_CP023532.1/CP023532.1	-	4	5810	5343	2017/09/28	2017/10/02	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/365/GCF_002393365.1_ASM239336v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/393/365/GCA_002393365.1_ASM239336v1
Escherichia coli	FDAARGOS_401	19668	SAMN07312445 	PRJNA231221	Proteobacteria	Gammaproteobacteria	GCA_002393465.1 	5.38737	50.6509	chromosome:NZ_CP023531.1/CP023531.1; plasmid unnamed:NZ_CP023530.1/CP023530.1	-	2	5703	5236	2017/09/28	2017/10/01	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/393/465/GCF_002393465.1_ASM239346v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/393/465/GCA_002393465.1_ASM239346v1
Escherichia coli	IMT16316	19668	SAMN07765387 	PRJNA413755	Proteobacteria	Gammaproteobacteria	GCA_002587005.1 	5.08323	50.5344	chromosome:NZ_CP023815.1/CP023815.1; plasmid pEcIMT16316:NZ_CP023816.1/CP023816.1	-	2	5201	4796	2017/10/18	2017/10/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/587/005/GCF_002587005.1_ASM258700v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/587/005/GCA_002587005.1_ASM258700v1
Escherichia coli	FDAARGOS_433	19668	SAMN07312477 	PRJNA231221	Proteobacteria	Gammaproteobacteria	GCA_002589795.1 	5.12186	50.5872	chromosome:NZ_CP023899.1/CP023899.1; plasmid unnamed1:NZ_CP023903.1/CP023903.1; plasmid unnamed10:NZ_CP023901.1/CP023901.1; plasmid unnamed2:NZ_CP023895.1/CP023895.1; plasmid unnamed3:NZ_CP023896.1/CP023896.1; plasmid unnamed4:NZ_CP023897.1/CP023897.1; plasmid unnamed5:NZ_CP023905.1/CP023905.1; plasmid unnamed6:NZ_CP023900.1/CP023900.1; plasmid unnamed7:NZ_CP023898.1/CP023898.1; plasmid unnamed8:NZ_CP023904.1/CP023904.1; plasmid unnamed9:NZ_CP023902.1/CP023902.1	-	11	5414	4943	2017/10/18	2017/10/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/589/795/GCF_002589795.1_ASM258979v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/589/795/GCA_002589795.1_ASM258979v1
Escherichia coli	FDAARGOS_448	19668	SAMN07312492 	PRJNA231221	Proteobacteria	Gammaproteobacteria	GCA_002591135.1 	5.44683	50.5457	chromosome:NZ_CP023960.1/CP023960.1; plasmid unnamed1:NZ_CP023959.1/CP023959.1; plasmid unnamed2:NZ_CP023961.1/CP023961.1; plasmid unnamed3:NZ_CP023957.1/CP023957.1; plasmid unnamed4:NZ_CP023958.1/CP023958.1	-	5	5688	5232	2017/10/18	2017/10/20	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/591/135/GCF_002591135.1_ASM259113v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/591/135/GCA_002591135.1_ASM259113v1
Escherichia coli O91 str. RM7190	RM7190	19668	SAMN04623227 	PRJNA69941	Proteobacteria	Gammaproteobacteria	GCA_002716885.1 	5.03034	50.8533	chromosome:CP015244.1; plasmid pRM7190-1:CP015245.1; plasmid pRM7190-2:CP015246.1	-	3	5026	4804	2017/10/25	2017/10/25	Complete Genome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/716/885/GCA_002716885.1_ASM271688v1
Escherichia coli		19668	SAMEA3988096 	PRJEB14041	Proteobacteria	Gammaproteobacteria	GCA_900092615.1 	5.14425	50.7	chromosome I:NZ_LT601384.1/LT601384.1	-	1	5289	4756	2016/07/21	2017/02/25	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/092/615/GCF_900092615.1_PRJEB14041	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/092/615/GCA_900092615.1_PRJEB14041
Escherichia coli		19668	SAMEA4444104 	PRJEB15352	Proteobacteria	Gammaproteobacteria	GCA_900096795.1 	4.63813	50.8	chromosome I:NZ_LT615378.1/LT615378.1	-	1	4772	4458	2017/01/02	2017/02/26	Complete Genome	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/096/795/GCF_900096795.1_Ecoli_AG100_Sample3_Doxycycline_Assembly	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/096/795/GCA_900096795.1_Ecoli_AG100_Sample3_Doxycycline_Assembly
